,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,0.4365177347160756,0.47535988855211936,0.5238639149811964,0.504922524161051,0.46071257415321304,0.4443183195737057,0.42509622484644616,0.3894290627840253,0.44067474667076134,0.4778893106732478,0.4324101539758583,0.4058720966601971,0.4113235121158757,0.38222207163586774,0.3637926784491242
1,0.029102745182298318,0.02783794148299754,0.027553790921338417,0.027948856237922787,0.029477769088327405,0.030740847347970383,0.035285180521727015,0.0406044065633178,0.03138049213127012,0.028007943368981027,0.02855740717089304,0.029206019362257103,0.029433294560291486,0.02988371417550025,0.030728940935136412
2,0.8941968224694862,0.8907170522616267,0.8813266980859644,0.8919616412889817,0.9172045659486743,0.9387211927678839,0.9314255976842463,0.9307880979892347,0.9383958881826506,0.7350162156125898,0.7979310775366555,0.7828942266938276,0.7731399638018396,0.7934216099079077,0.791922107269524
3,0.9130934311117843,0.909032897120026,0.9011615113571174,0.9102444142957635,0.9304876527993692,0.9480716558160701,0.94155063205697,0.942272605096438,0.9464755578445668,0.9456235254246818,0.942668075722856,0.9533718116835967,0.9578056256874701,0.9508437944105125,0.9447352031117999
4,0.5396923949729641,0.5701362194060948,0.6085865189130704,0.6092064747680355,0.6017825781514187,0.602750627011781,0.5881364021471435,0.5239747916240897,0.4474200255134507,0.4976947361124933,0.4160975623000268,0.13808383427158324,0.11994864159348984,0.1752264288319793,0.20227415484984146
5,0.030975639367423632,0.14584807514274412,0.37753731876040947,0.7157131516056965,0.6736411134908846,0.6409094380629583,0.6890707261818388,0.7260412337318992,0.6975204251478603,0.350636513317002,0.35748417460673393,0.3347738728182747,0.3721268416277934,0.351128252145038,0.15691427914125386
6,0.2126567194606458,0.22324981083445733,0.23896588859516082,0.22503623120058563,0.2130070910551969,0.20867000484302747,0.2106302186676542,0.22059665856127397,0.2162553594543493,0.22886818049797836,0.23286556460823044,0.2432116666883946,0.2513233457151001,0.2226887682405876,0.24729257413575462
7,0.6280884660072171,0.6486083513623108,0.6978236048430368,0.7273210555443522,0.749554413971067,0.7357482441960651,0.7308438054283002,0.7500982340339651,0.7462017910843562,0.7181530117132127,0.33353715533436323,0.34245475724361957,0.33627157206070685,0.33218131136756307,0.32765352248313206
8,0.48352367689049663,0.5422057342004462,0.4980023322855382,0.5450965600259086,0.6840496647325874,0.7678638574018851,0.7588366431270644,0.6329177800487992,0.6267714353391921,0.7291617405270895,0.8470376938245685,0.8603780608603054,0.8687229913979553,0.8692084813605815,0.8582045379868372
9,0.02630769198206239,0.02598413207315455,0.0258013574128007,0.02599846065595866,0.026913332779884835,0.030369358516728034,0.061317174561894956,0.04557259614055593,0.23954243368511224,0.28328150186408063,0.2455757264915012,0.21846001866861597,0.21816371026919318,0.22386614972274163,0.2361009330153844
10,0.9031588139773918,0.8989758550819503,0.8908330590458388,0.8999801181339248,0.9219563058297156,0.941646244581154,0.9354766873148532,0.9357389765086831,0.9425575623491824,0.9422599746080129,0.9408172468562923,0.9513060367143368,0.955871962574063,0.9501920482718937,0.9453434713960428
11,0.03579735508447076,0.04036014601352254,0.039203426678297335,0.04327892280144939,0.03502519946016123,0.034918620114049954,0.031071886309174495,0.03477279334344686,0.04756959792982322,0.0776520551282982,0.06834988709995456,0.07925082163569208,0.1136446937948933,0.13867183144715375,0.14365163154865895
12,0.2935837256552638,0.050532334788994784,0.05514215518116746,0.04805515345141061,0.2551761170404274,0.3096123223896613,0.35933173103469956,0.3898719923021351,0.40513977389233735,0.04504389083866446,0.36587430427764367,0.45047883563201074,0.39494390232208954,0.37139739873235367,0.3770060389000504
13,0.0706422416781049,0.0813380067070947,0.08984732801933794,0.12464997763220864,0.09681268708717174,0.05448024208269153,0.03479405903588911,0.027302843924390505,0.028415644340341942,0.035358142246363265,0.026635206019546033,0.02692037816444722,0.027515336783730773,0.027840608120403537,0.02797604845740649
14,0.20570395938471425,0.2170274063905978,0.22592903284694033,0.21486584656109953,0.207999653880896,0.20609906338583645,0.20889889082265756,0.21351661069233896,0.21058818934160362,0.21693641043406847,0.22644701123655564,0.2423839883707937,0.2435362120739587,0.23322898896991254,0.25640118264817113
15,0.30632152965101767,0.3648499305412714,0.35841497355292,0.30015825923470113,0.25873877679471263,0.2246385391409046,0.1567188230290046,0.12495220563425026,0.10538840265246165,0.17935839618796662,0.14724777513853346,0.05899684893717321,0.027854689284200398,0.028271019502792052,0.12540235635016034
16,0.30891133431197665,0.2950342501353117,0.2970020065604125,0.2917748960095209,0.2817515854895005,0.16627773055322095,0.6003729145042558,0.5849593987216517,0.5552019236570122,0.5462759614798873,0.5267248855390063,0.5063410594153259,0.49222315847075154,0.480839682808619,0.481179302281657
17,0.03051672948791914,0.029070556177100228,0.028371035346106046,0.028038984838264447,0.03241153115212206,0.043319109190743006,0.04237516620221925,0.04901231245812934,0.05279948598720119,0.03749796953496719,0.051130153225407586,0.058563493413214096,0.05713661884119934,0.04666992680865785,0.046474852270201955
18,0.027935653208369052,0.027452976356363103,0.028736519561171105,0.03815991483145415,0.035718123059865964,0.03027152611618717,0.025846828386518174,0.02640025769367384,0.027489568475612323,0.06826761678562554,0.13020655517676707,0.08349142439580372,0.06886735110995673,0.07290987920958704,0.05143865638007466
19,0.6164217168180871,0.40759499140515476,0.03470944126971004,0.5617304884136722,0.7469166933349398,0.7589916713748576,0.804358346323077,0.8448814347557418,0.670963557322216,0.7017620228678493,0.6688508045969718,0.6163247956469913,0.6324631908788886,0.6241782452753322,0.6272835808713841
20,0.20687324857304284,0.1505799051764034,0.15371709542346704,0.13015600291433016,0.1759384645248333,0.21141703807032966,0.2257781343571022,0.2636658340039883,0.2137693582742024,0.10580934633956018,0.21239562078540644,0.22855057696444828,0.2507482790427209,0.2468854485838966,0.19672068616261967
21,0.6791607195044678,0.7002459381586419,0.7392597774817795,0.7651135476270718,0.782602427098077,0.7679103031686326,0.7609287060219272,0.7802256281018767,0.7786449343926811,0.75411287190769,0.7547986796645071,0.7612096005259159,0.7503019457200549,0.7591198936852933,0.7787367168512003
22,0.5917349997754223,0.6003963458719151,0.620654535169808,0.6196982390605333,0.5685274631219767,0.5492402880368994,0.5207831942924489,0.5315745933493289,0.42700813343251726,0.3780349909038489,0.3850394483484577,0.40233690278736906,0.3325075750669216,0.3309330056435048,0.3697589598160382
23,0.35633862686744644,0.11067908995864512,0.1292064452177331,0.14772388902863223,0.10391504523061437,0.04522469236904514,0.031696495242380766,0.03533406649122664,0.048023652461639074,0.04416051443133935,0.03086875991330078,0.033731683136464394,0.033727810098508865,0.03484752051188474,0.03563879647007466
24,0.7598251157453226,0.796616569702789,0.6240626566490374,0.7141041544410264,0.5229697844373489,0.6288072149325369,0.4950402658406866,0.5402245053879128,0.28316332454417137,0.622329120367268,0.6377763088561317,0.47279779010078377,0.33358644653159025,0.3784427895936943,0.049421363183925905
25,0.10374191793267958,0.18571585932034715,0.3290359551101179,0.424251901501636,0.49425527427294674,0.49449097232855627,0.5048068175587017,0.5241673146477798,0.3979929435650028,0.433566365721169,0.26145112931030584,0.19657486014525336,0.16913807145860182,0.13404475606126706,0.13581097117706029
26,0.2045601640870128,0.36299887055211005,0.2637494969168941,0.22231357764876436,0.0506367542649114,0.050299690569073546,0.05215673749332458,0.0900498352008574,0.0519227892599154,0.18682865348647384,0.03971239962409107,0.03640230872500978,0.03635791497611693,0.03587464716687714,0.03937398101648177
27,0.6118680162663557,0.6547431308234238,0.6243756844586218,0.6635638611673856,0.7536442673396977,0.80934134330812,0.8030943224975734,0.6990450805976014,0.69046331005703,0.777854941490986,0.8746503718289782,0.8838760955152211,0.8891009966258562,0.8881397913252811,0.8794805491356078
28,0.5772806927924798,0.6206482738748628,0.6786255694323441,0.7257551653301035,0.7210351843850433,0.7176462129530263,0.7039815629061754,0.6909354462895416,0.7057850732928479,0.7827873238493945,0.7786786579920393,0.7603315644591958,0.8092255430455743,0.7598534526378122,0.7566070127718928
29,0.027974242350759418,0.026990279494044,0.026625692811072913,0.02604603566772286,0.02634912013279877,0.027500057259371814,0.02947199079337543,0.03206371495893116,0.03402057774694834,0.02583039855117504,0.02732371560762273,0.028743116176083532,0.02805891206112291,0.02756676860210129,0.027783915815723145
30,0.47109792287244345,0.48626290205299705,0.4695229988411578,0.4284677548461713,0.749865010834041,0.7354616823342224,0.7301849892483095,0.7464878494534116,0.7422936745746513,0.7187051781424493,0.7251676319794064,0.7317323459993966,0.7233933611265367,0.7389837900099675,0.7610249679635825
31,0.16916934339548928,0.573627804174822,0.6341234888029532,0.6118492505415107,0.8382092892258237,0.15252631478772802,0.9086214094895247,0.9427698281492982,0.9025919486924354,0.12005099029293621,0.13917713979434265,0.17280791411157484,0.15633841573256765,0.1732933567021149,0.19162014680432737
32,0.036816970305456866,0.03289469619541654,0.03257516845167595,0.033411717091260104,0.03787749559191349,0.059173415181518266,0.07069861939707656,0.06903435781713767,0.10336452882808718,0.04263200328215712,0.08895473861208007,0.12989919871917197,0.1454822861616935,0.14900664952843257,0.17098519555823705
33,0.026772009998489346,0.026411425860224665,0.026249987075376697,0.02621954445951484,0.025984808570344964,0.0252215900192075,0.28744620789326697,0.1413469757771303,0.2723795458912876,0.027181490681950363,0.32020268839573424,0.2387682007330927,0.14106610597964203,0.11627258186262537,0.03791209159992614
34,0.12969620700011855,0.09274943371769435,0.044910906614397075,0.03889768417306575,0.041074264549945394,0.04604006578656037,0.03354686545105468,0.031113567544958493,0.03473081468627368,0.02956482483257035,0.031260956536662374,0.03362428188744486,0.0337986921256298,0.03258664526241921,0.032710222295099955
35,0.5390141301138156,0.5581388104725318,0.5323385871506142,0.4823503295490671,0.4499902018872025,0.423613241287384,0.3694067810064385,0.3484532705016153,0.49521703792635363,0.33338642566536875,0.3122019216029862,0.44048515092346147,0.21009112086394774,0.2724529583785531,0.2785844556894455
36,0.03110132229503633,0.030485024341591376,0.03220121854198661,0.05456249918984088,0.04140953153147843,0.03318986132778029,0.030753808861152497,0.031370748536405084,0.03452118028709962,0.47997667151868895,0.36708612425501685,0.4820864977496786,0.526321505378475,0.5219849461235194,0.5266101759884223
37,0.6416145538952527,0.6661944366382258,0.6484862319786684,0.6842348089685122,0.6923355803522689,0.6598612191913049,0.630667110064228,0.6501633556258074,0.6097827729966958,0.6030948416677828,0.5760052253409494,0.5766457141557161,0.6199753337690426,0.6017840060350449,0.5747690296715963
38,0.5273874916360399,0.540855707591286,0.5263132351034318,0.48410889941807694,0.7408618904723722,0.7620524522533584,0.8077085558425914,0.8481151910386641,0.6750354679625524,0.7060081668959539,0.6705414689453206,0.6176541549353092,0.6327239031410149,0.6240278658644176,0.6266350367234529
39,0.03530673364053034,0.03669244814873711,0.03892761509985958,0.0556019491750876,0.0435313425159792,0.031111809096046546,0.028670255174481213,0.027661403756812804,0.05657179787696229,0.45122023173474907,0.3875946298532142,0.4460069119459281,0.4572753363759425,0.445183788956831,0.44115461559788877
40,0.5434835739747521,0.5427017964450982,0.5608402081155185,0.5665023350702616,0.5157005983519347,0.5004330675197661,0.47631207218497995,0.4967132632151812,0.41625241065054064,0.34825144305853956,0.37786484582258095,0.3896602716277724,0.31565749828795675,0.2997775589715905,0.32323684033013683
41,0.7098984184679591,0.06978059576899885,0.09663371421487359,0.11892141309015714,0.366125644791526,0.7630049555098913,0.7689784166294479,0.8071513213754076,0.7889341933181019,0.650888114784586,0.7135504457110373,0.5526372601905659,0.4851159576788802,0.3111622874364385,0.19145882442985201
42,0.030530806713601765,0.06932515273718516,0.027675378027535242,0.02862915289048079,0.02926178540966123,0.08633866604464752,0.03420234702714912,0.12216374332732821,0.027728896480594217,0.028636944934546934,0.028322688956643347,0.03166028206132826,0.03231085158504652,0.03832815663422443,0.052383963456855635
43,0.5747890189543808,0.6057346585795118,0.615827320445119,0.6043393887585345,0.6234600755100795,0.599307078893515,0.5977086348969087,0.5639278811031084,0.5330122241566159,0.49558193964196584,0.33131910027415185,0.29240933567544497,0.23322325779763284,0.1363075812789194,0.08525997243321311
44,0.301047724501774,0.24964639108276893,0.1513013635891151,0.10918915156481009,0.0782578673964552,0.08201649548968985,0.054379644002310205,0.08334360003022051,0.10973609594958544,0.24843979493728738,0.18142212610873082,0.2097399564810516,0.2358532383682163,0.27774189123544224,0.2757654533776793
45,0.22292092333597457,0.16914673121787274,0.1621902268927284,0.09701623880071411,0.1567734002007627,0.16258051429244427,0.0637601617447093,0.08132282433975,0.1531408305178279,0.027011975774548617,0.02780023380063944,0.02967454976700196,0.029251593976464547,0.030781010173601686,0.03032033619941492
46,0.5477509435921292,0.4898209840775795,0.4699535530879764,0.40290790871332416,0.30129984899681533,0.1861670392107856,0.06337219209062017,0.12055343416279458,0.15878323177512602,0.041811878303707715,0.08843220745538301,0.12596837892606547,0.11540696795984637,0.06599888826713429,0.06788198671618312
47,0.5560808946687327,0.7627436601504171,0.6522380917257039,0.7211111215152519,0.6255919632204298,0.8139544034198178,0.8197517516570328,0.8424991102932996,0.8307608354245704,0.6574495312575687,0.6929456189481763,0.6040762851558292,0.5483390455946099,0.5599755142301194,0.4964180643266251
48,0.04473822297181302,0.04900838741180374,0.06124857384010756,0.048773114374350335,0.028880776684952373,0.03159318433011517,0.03129647223171292,0.03167938647503536,0.032848843581068994,0.030064344837426326,0.02950381116585227,0.03002008288439579,0.02908285199991932,0.029561210944421927,0.02965824088763956
49,0.30050306679495914,0.13290597759714046,0.14564139654671673,0.1645614101184132,0.18034435257636203,0.16797814115865972,0.14197599401664263,0.12271310797431301,0.14817468158119088,0.223219333228232,0.23684065598474532,0.23815823284986237,0.22171705066030573,0.1958707157069236,0.16996639514984707
50,0.5093903992617792,0.43382372954667553,0.5169284841763622,0.41831424320006955,0.27671863239260164,0.15395007245849043,0.2137523374759839,0.07492556010367023,0.04482429663921486,0.11636581320783324,0.1315856423540652,0.09851222159430494,0.07971274822818097,0.08622736993041437,0.07850053284310003
